,qualtrics_id,word_count,bigram_count,trigram_count,combination_ratio,content_word_count,content_word_ratio,median_SUBTLEX_freq,log_min_SUBTLEX_freq,SES.ycoord,political_scale,political_interest,schooling_level,age,ttr,Highspin_successes,Lowspin_successes,Highspin_trials,Lowspin_trials,Span_trials,Span_successes
372,R_RPLTZPitkjWdwqZ,14.857142857142858,13.857142857142858,12.857142857142858,0.8353528562776683,8.314285714285715,0.5777981972079717,2475.398319327731,1.1288817657392773,887.0,5.0,3.0,3.0,19.0,0.4288461538461538,16.0,5.0,25.0,25.0,15.0,8.0
374,R_STrYLr8lNNjOWC5,16.11111111111111,15.11111111111111,14.11111111111111,0.8099958213046122,8.194444444444445,0.5253169030447808,1818.1838235294117,1.175602655850052,451.0,1.0,2.0,2.0,19.0,0.4,19.0,8.0,25.0,25.0,15.0,11.0
378,R_XmRKVc33C5sZ88p,31.92,30.92,29.92,0.9135541614490731,16.48,0.5202168080384161,2156.28,0.6453731830406589,677.0,2.0,2.0,6.0,26.0,0.39849624060150374,18.0,14.0,25.0,25.0,27.0,16.0
382,R_Y60RsHzJFMeGlIl,17.05,16.05,15.05,0.873120301685721,9.2,0.5431532868557535,3065.7735294117647,1.5841864757707769,501.0,4.0,3.0,2.0,20.0,0.3357771260997067,17.0,5.0,25.0,25.0,27.0,19.0
384,R_a61ZrFFORcpttqV,11.254901960784315,10.254901960784315,9.254901960784315,0.7749551515799448,6.03921568627451,0.5502033961113245,4165.833717800846,1.8536407835799338,321.0,5.0,5.0,6.0,47.0,0.33797909407665505,16.0,7.0,25.0,25.0,27.0,18.0
386,R_bNQASffqViGVm0N,19.257142857142856,18.257142857142856,17.257142857142856,0.871783432833536,11.0,0.5880880013023704,1416.4985994397757,0.29682159432830113,259.0,3.0,5.0,5.0,40.0,0.4821958456973294,20.0,11.0,25.0,25.0,15.0,9.5
387,R_bkZO7MUHX3EgsJH,14.573529411764707,13.573529411764707,12.573529411764707,0.8376535102309195,8.132352941176471,0.5696261212457676,3094.167675893887,1.6783603455584748,758.0,3.0,2.0,3.0,33.0,0.37235116044399597,11.0,9.0,25.0,25.0,15.0,7.0
388,R_bseMNnz7yZLLOMx,14.418604651162791,13.418604651162791,12.418604651162791,0.8467170339256319,8.116279069767442,0.5717775007875947,1240.5417236662106,0.18200902793271728,313.0,3.0,7.0,3.0,20.0,0.482258064516129,20.0,12.0,25.0,25.0,15.0,11.5
389,R_cBZJa3IAjeO0kJb,47.25,46.25,45.25,0.9248958611200065,25.25,0.5465781864715036,2146.7867647058824,0.6205810690219097,430.0,5.0,5.0,3.0,43.0,0.4514991181657848,14.0,7.0,25.0,25.0,15.0,11.0
390,R_cDaZBiRvRDA0SuB,15.914285714285715,14.914285714285715,13.914285714285715,0.8546071533006903,8.542857142857143,0.5436865375947737,2436.931092436975,1.700227788066508,854.0,4.0,3.0,2.0,19.0,0.38420107719928187,19.0,5.0,25.0,25.0,27.0,14.0
399,R_pfIfuU7tCAT0vNn,16.166666666666668,15.166666666666666,14.166666666666666,0.8492794233988465,8.61111111111111,0.5466005859700801,1875.4117647058822,1.775013104854673,850.0,5.0,5.0,2.0,26.0,0.39347079037800686,9.0,4.0,25.0,25.0,27.0,17.0
400,R_pir75TfQmafwnIJ,16.945454545454545,15.945454545454545,14.945454545454545,0.79766003958249,9.272727272727273,0.5554107860815534,2233.564705882353,1.8715680076481116,544.0,2.0,3.0,3.0,23.0,0.3594420600858369,16.0,10.0,25.0,24.0,27.0,16.0
401,R_qCq5qonpwq61jah,29.55,28.55,27.55,0.863820134835222,17.3,0.5969152656307143,2028.8411764705882,0.9891913044184184,451.0,4.0,4.0,4.0,28.0,0.4720812182741117,8.0,3.0,24.0,23.0,15.0,7.5
403,R_qVEcKbKewwF2tyN,16.5,15.5,14.5,0.8454825581700176,9.375,0.5824273643407597,1736.907475490196,1.0630590346093856,790.0,2.0,5.0,5.0,57.0,0.42234848484848486,9.0,4.0,25.0,25.0,15.0,11.5
408,R_sIo4EMl549roYSd,12.18,11.18,10.18,0.7885808450146047,7.06,0.5981659641722302,2287.5898039215685,1.2969495688157182,339.0,3.0,6.0,5.0,45.0,0.44499178981937604,20.0,4.0,25.0,25.0,15.0,11.0
409,R_sMuLiF2RW8Q649j,14.885714285714286,13.885714285714286,12.885714285714286,0.8444157361859365,8.571428571428571,0.5842255562328814,1737.779831932773,1.7928069651092442,593.0,4.0,2.0,5.0,18.0,0.4875239923224568,6.0,4.0,25.0,25.0,27.0,20.0
416,R_vjz7NV6zTYQvSuZ,15.083333333333334,14.083333333333334,13.083333333333334,0.8389264738575958,8.145833333333334,0.5447108294043005,2931.1636029411766,1.5308944628290455,251.0,2.0,6.0,5.0,21.0,0.3687845303867403,19.0,7.0,25.0,25.0,42.0,27.0
417,R_vrdaXKbbjeknqF3,19.035714285714285,18.035714285714285,17.035714285714285,0.8597427660430997,9.857142857142858,0.5279902829776996,2623.9334733893556,0.9213679916994764,762.0,3.0,1.0,5.0,20.0,0.3902439024390244,17.0,7.0,25.0,25.0,27.0,16.0
419,R_xAhlXGrkZkRRL57,15.73134328358209,14.73134328358209,13.73134328358209,0.8441169945377338,8.582089552238806,0.5558766237587085,2075.128475270705,0.8596643290935161,593.0,4.0,1.0,3.0,26.0,0.32637571157495254,21.0,9.0,25.0,25.0,42.0,30.0
421,R_xhgqq1y5rWrwh5T,12.6,11.6,10.6,0.8052361223540508,6.872727272727273,0.577170581787103,3745.074153297683,1.7331923526853237,511.0,5.0,3.0,5.0,21.0,0.33766233766233766,21.0,8.0,25.0,25.0,15.0,11.0
425,R_z3kuiUCd6f0VkUF,14.340425531914894,13.340425531914894,12.340425531914894,0.8405655669637955,7.829787234042553,0.5518656769587359,2143.3815185648727,1.2307370531654056,511.0,5.0,5.0,2.0,20.0,0.3857566765578635,14.0,6.0,25.0,25.0,27.0,22.5
